,class,Variable,SHAP,abs_SHAP
0,10,bmi1,-1.9769822359085083,1.9769822359085083
1,10,height,1.0208173990249634,1.0208173990249634
2,10,tc1,-1.0037832260131836,1.0037832260131836
3,10,ldl1,-0.6341580152511597,0.6341580152511597
4,10,vcl1,0.48980069160461426,0.48980069160461426
5,10,wc1,-0.4874996244907379,0.4874996244907379
6,10,weight,0.3923197090625763,0.3923197090625763
7,10,sbp1,-0.28075873851776123,0.28075873851776123
8,10,gamma_gtp1,-0.1714162826538086,0.1714162826538086
9,10,dbp1,-0.15853236615657806,0.15853236615657806
10,10,alt1,-0.1447359174489975,0.1447359174489975
11,10,gender,0.1377871036529541,0.1377871036529541
12,10,vcr1,0.13569077849388123,0.13569077849388123
13,10,egfr1,-0.10231783241033554,0.10231783241033554
14,10,hgb1,0.08680937439203262,0.08680937439203262
15,10,ast1,-0.052235256880521774,0.052235256880521774
16,10,fbs1,-0.03579932451248169,0.03579932451248169
17,10,crtn1,-0.032827697694301605,0.032827697694301605
18,10,htn_med,0.008364013396203518,0.008364013396203518
19,10,dld_med,0.003226103726774454,0.003226103726774454
20,10,dm_med,-0.0026683183386921883,0.0026683183386921883
