,class,Variable,SHAP,abs_SHAP
0,15,tc1,1.8825511932373047,1.8825511932373047
1,15,height,-0.7889088988304138,0.7889088988304138
2,15,weight,-0.6082239151000977,0.6082239151000977
3,15,bmi1,0.5980436205863953,0.5980436205863953
4,15,vcl1,0.5938411355018616,0.5938411355018616
5,15,ldl1,0.5731973052024841,0.5731973052024841
6,15,sbp1,-0.4091380834579468,0.4091380834579468
7,15,gender,-0.36787542700767517,0.36787542700767517
8,15,wc1,-0.2690931558609009,0.2690931558609009
9,15,dbp1,-0.25006070733070374,0.25006070733070374
10,15,vcr1,0.2421056479215622,0.2421056479215622
11,15,egfr1,0.20223048329353333,0.20223048329353333
12,15,hgb1,0.18095345795154572,0.18095345795154572
13,15,gamma_gtp1,-0.16303907334804535,0.16303907334804535
14,15,alt1,-0.11857571452856064,0.11857571452856064
15,15,ast1,-0.05488310754299164,0.05488310754299164
16,15,crtn1,-0.024648195132613182,0.024648195132613182
17,15,fbs1,-0.0232713483273983,0.0232713483273983
18,15,htn_med,0.010269802063703537,0.010269802063703537
19,15,dld_med,0.0,0.0
20,15,dm_med,0.0,0.0
